Score,Ranked,Genres,Type,Episodes,Diffusion started,Diffusion ended,Season diffused,Producers,Licensors,Studios,Source,Rating,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Year
6.5,3461,"Adventure, Comedy",TV,50.0,1992-04-03,1993-03-27,Spring 1992,"TV Tokyo, Yomiko Advertising, Gakken",Unknown,Unknown,Unknown,G - All Ages,783,4,33,495.0,22,81.0,152.0,1992.0
6.5,3462,"Action, Comedy, Ecchi, Sci-Fi, Shounen, Space, Sports",OVA,6.0,1997-05-25,1998-06-25,Spring 1997,"TV Tokyo, Genco, Pioneer LDC",Geneon Entertainment USA,AIC,Original,PG-13 - Teens 13 or older,4712,8,159,2537.0,134,0.0,1680.0,1997.0
6.5,3463,"Comedy, Parody",TV,61.0,1997-07-03,1998-09-29,Summer 1997,"TV Tokyo, Aniplex, TV Tokyo Music",Unknown,Unknown,Picture book,PG - Children,978,5,43,331.0,62,154.0,0.0,1997.0
6.5,3464,"Action, Drama, Fantasy, Romance",Movie,1.0,1997-07-31,1997-07-31,Summer 1997,"Polygram Japan, Film Workshop",VIZ Media,Triangle Staff,Unknown,PG - Children,2669,8,73,1314.0,50,86.0,1146.0,1997.0
6.5,3465,"Action, Comedy, Mecha, Parody, Sci-Fi, Shounen",OVA,1.0,1998-02-21,1998-02-21,Winter 1998,Unknown,Nozomi Entertainment,Xebec,Original,PG-13 - Teens 13 or older,3765,4,54,2512.0,51,0.0,1101.0,1998.0
6.5,3466,"Action, Comedy, Fantasy, Historical, Horror, Martial Arts, Samurai, Shounen, Supernatural",OVA,1.0,2000-03-24,2000-03-24,Winter 2000,"Shogakukan-Shueisha Productions, Toho",Media Blasters,TMS Entertainment,Manga,R+ - Mild Nudity,5360,7,153,2829.0,84,57.0,0.0,2000.0
6.5,3467,Hentai,OVA,3.0,2001-04-27,2001-09-21,Spring 2001,"Pink Pineapple, Silky’s, NuTech Digital",Unknown,Office Take Off,Visual novel,Rx - Hentai,9395,43,439,6608.0,267,0.0,1763.0,2001.0
6.5,3468,"Adventure, Comedy, Fantasy, Kids",Movie,1.0,2001-07-07,2001-07-07,Summer 2001,Unknown,"4Kids Entertainment, Miramax Films",OLM,Game,PG - Children,12679,3,112,10433.0,103,145.0,1886.0,2001.0
6.5,3469,Adventure,Special,1.0,2001-10-01,2001-10-01,Fall 2001,Unknown,Unknown,Studio Ghibli,Original,G - All Ages,2390,2,77,419.0,83,74.0,1737.0,2001.0
6.5,3470,Hentai,OVA,2.0,2003-02-28,2003-05-23,Winter 2003,"Pink Pineapple, Toshiba Entertainment",Media Blasters,Actas,Visual novel,Rx - Hentai,7585,31,324,5439.0,208,208.0,1406.0,2003.0
6.5,3471,"Comedy, Ecchi, Harem, Romance, Supernatural",TV,12.0,2005-07-01,2005-09-16,Summer 2005,Unknown,"Nozomi Entertainment, Media Blasters",Studio Deen,Manga,R+ - Mild Nudity,65572,94,2717,42491.0,2532,4613.0,13219.0,2005.0
6.5,3472,"Action, Sports, Shounen",TV,12.0,2006-04-06,2006-06-12,Spring 2006,Marvelous,Unknown,Toei Animation,Manga,PG-13 - Teens 13 or older,1759,14,82,824.0,55,0.0,713.0,2006.0
6.5,3473,"Adventure, Fantasy",Special,1.0,2006-09-08,2006-09-08,Summer 2006,Nintendo of America,The Pokemon Company International,OLM,Game,PG - Children,12575,4,103,10417.0,103,0.0,0.0,2006.0
6.5,3474,"Hentai, Magic, Super Power",OVA,4.0,2007-05-25,2009-01-25,Spring 2007,Milky Animation Label,Unknown,Unknown,Visual novel,Rx - Hentai,5284,16,307,3155.0,217,187.0,1418.0,2007.0
6.5,3475,"Comedy, Ecchi, Magic, School",Special,2.0,2007-12-21,2008-03-25,Fall 2007,Unknown,Unknown,Actas,Unknown,R+ - Mild Nudity,5172,2,113,3538.0,92,0.0,1342.0,2007.0
6.5,3476,"Action, Comedy, Ecchi, Shoujo Ai, Super Power",Special,2.0,2011-03-06,2011-03-06,Winter 2011,"Lantis, DAX Production, RAY",Sentai Filmworks,Nomad,Light novel,R+ - Mild Nudity,52762,42,1051,43351.0,518,485.0,7357.0,2011.0
6.5,3477,"Adventure, Fantasy, Shounen",TV,12.0,2013-04-09,2013-07-02,Spring 2013,"TV Tokyo, Sotsu, Lantis, JM Animation",Unknown,Satelight,Manga,PG-13 - Teens 13 or older,60937,62,3551,36726.0,2247,4753.0,13660.0,2013.0
6.5,3478,"Action, Mecha",TV,24.0,2014-07-03,2014-12-18,Summer 2014,"Warner Bros. Japan, KlockWorx, Bushiroad, Showgate",Sentai Filmworks,Xebec,Original,R - 17+ (violence & profanity),40540,40,3864,18458.0,2692,0.0,9178.0,2014.0
6.5,3479,"Dementia, Horror, Supernatural",TV,13.0,2014-07-07,2014-09-29,Summer 2014,TV Tokyo,Sentai Filmworks,ILCA,Original,PG-13 - Teens 13 or older,36759,25,1409,28348.0,671,635.0,5696.0,2014.0
6.5,3480,"Adventure, Fantasy, Kids",Movie,1.0,2015-07-18,2015-07-18,Summer 2015,Unknown,The Pokemon Company International,OLM,Game,PG - Children,32039,38,230,27998.0,150,0.0,3490.0,2015.0
6.5,3481,"Sports, School, Shounen",Special,1.0,2017-05-15,2017-05-15,Spring 2017,"Genco, Exit Tunes, Duckbill Entertainment, Shanghai Tiantan Culture & Media, NADA Holdings, My Theater D.D.",Unknown,"J.C.Staff, A.C.G.T.",Manga,PG-13 - Teens 13 or older,3130,1,57,2044.0,26,62.0,941.0,2017.0
6.5,3482,"Supernatural, Magic, Fantasy",Movie,1.0,2017-06-12,2017-06-12,Spring 2017,Unknown,Unknown,Wolf Smoke Studio,Original,G - All Ages,435,1,18,211.0,9,0.0,180.0,2017.0
6.5,3483,"Music, Comedy",TV,25.0,2017-10-07,2018-03-24,Fall 2017,"NHK, Bandai Namco Pictures",Sentai Filmworks,Sunrise,Original,PG-13 - Teens 13 or older,6019,17,480,1865.0,300,453.0,2921.0,2017.0
6.5,3484,"Music, Drama",TV,12.0,2017-10-10,2018-01-08,Fall 2017,"TV Tokyo, Sotsu, Tatsunoko Production, AT-X, Toho, KlockWorx, DIVE II Entertainment, 81 Produce, Good Smile Company, Avex Pictures, KLab, Rakuten, Epicross",Unknown,Millepensee,Original,PG-13 - Teens 13 or older,10763,15,842,3724.0,397,0.0,5087.0,2017.0
6.5,3485,"Action, Military, Sci-Fi",Movie,1.0,2018-02-10,2018-02-10,Winter 2018,"Lucent Pictures Entertainment, Kadokawa, Sony Pictures Worldwide Acquisitions",Unknown,Sola Digital Arts,Original,R - 17+ (violence & profanity),1841,3,65,1219.0,19,0.0,502.0,2018.0
6.5,3486,"Comedy, Fantasy, Shounen",Special,1.0,2019-03-26,2019-03-26,Winter 2019,Unknown,Unknown,Unknown,Manga,PG-13 - Teens 13 or older,68292,82,1237,57591.0,249,0.0,8897.0,2019.0
6.5,3487,"Action, Sci-Fi, Space, Mecha",Movie,1.0,2019-11-29,2019-11-29,Fall 2019,Unknown,Unknown,Sunrise,Original,PG-13 - Teens 13 or older,1983,1,45,444.0,27,0.0,1415.0,2019.0
6.5,3488,"Action, Ecchi, Fantasy, Shounen",TV,24.0,2020-01-09,2020-06-25,Winter 2020,"Half H.P Studio, Nippon Columbia, 81 Produce, Docomo Anime Store, Kadokawa Media House, Kadokawa",Funimation,GEEK TOYS,Manga,PG-13 - Teens 13 or older,220623,1020,40801,83282.0,8997,27731.0,59812.0,2020.0
6.49,3489,"Drama, Romance, School, Shoujo, Sports",TV,25.0,1978-10-14,1979-03-31,Fall 1978,Tokyo Movie Shinsha,Unknown,Tohokushinsha Film Corporation,Manga,PG-13 - Teens 13 or older,1659,2,73,395.0,51,107.0,1033.0,1978.0
6.49,3490,"Adventure, Kids, Fantasy",TV,24.0,1983-10-10,1984-03-26,Fall 1983,Unknown,Unknown,Nippon Animation,Book,G - All Ages,2530,6,59,1523.0,85,0.0,663.0,1983.0
6.49,3491,"Action, Adventure, Magic, Fantasy, Shounen",Movie,1.0,1992-03-07,1992-03-07,Winter 1992,Unknown,Unknown,Toei Animation,Game,PG-13 - Teens 13 or older,1662,4,55,784.0,43,57.0,0.0,1992.0
6.49,3492,"Action, Adventure, Magic, Fantasy, Shounen",Movie,1.0,1992-07-11,1992-07-11,Summer 1992,Unknown,Unknown,Toei Animation,Game,PG-13 - Teens 13 or older,1654,2,51,768.0,43,53.0,739.0,1992.0
6.49,3493,"Adventure, Comedy, Fantasy, Kids, Magic, Parody",TV,51.0,2000-01-10,2000-12-25,Winter 2000,Unknown,Unknown,Studio Deen,Card game,G - All Ages,3951,17,142,1830.0,280,533.0,1166.0,2000.0
6.49,3494,"Action, Adventure, Police, Mystery",TV,12.0,2003-01-08,2003-03-26,Winter 2003,"Victor Entertainment, Fuji TV, Pioneer LDC",Geneon Entertainment USA,TNK,Original,PG-13 - Teens 13 or older,3770,8,164,1619.0,183,288.0,1516.0,2003.0
6.49,3495,"Comedy, Romance, School",TV,13.0,2004-10-06,2004-12-29,Fall 2004,Lantis,Unknown,Telecom Animation Film,Original,PG-13 - Teens 13 or older,31358,22,1052,19836.0,962,0.0,8023.0,2004.0
6.49,3496,"Game, Adventure, Fantasy, Shounen",TV,39.0,2005-10-04,2006-07-18,Fall 2005,"Sunwoo Entertainment, KBS",Unknown,Nippon Animation,Unknown,PG - Children,1399,5,75,731.0,59,110.0,424.0,2005.0
